,Category,Quote,Image-link,Quote-url
433,PRACTICE,Practice isn't the thing you do once you're good. It's the thing you do that makes you good. ,https://assets.passiton.com/quotes/quote_artwork/7283/medium/20210512_wednesday_quote.jpg,/inspirational-quotes/7283-practice-isnt-the-thing-you-do-once-youre-good
434,PRACTICE,"We are what we repeatedly do. Excellence, then, is not an act, but a habit.  ",https://assets.passiton.com/quotes/quote_artwork/7103/medium/20210511_tuesday_quote_updated.jpg,/inspirational-quotes/7103-we-are-what-we-repeatedly-do-excellence-then
435,PRACTICE,Everything we do is practice for something greater than where we currently are.  Practice only makes for improvement. ,https://assets.passiton.com/quotes/quote_artwork/8212/medium/20210510_monday_quote.jpg,/inspirational-quotes/8212-everything-we-do-is-practice-for-something
436,COMMUNITY,"If you want to go fast, go alone. If you want to go far, go together. ",https://assets.passiton.com/quotes/quote_artwork/7293/medium/20210507_friday_quote.jpg,/inspirational-quotes/7293-if-you-want-to-go-fast-go-alone-if-you-want
437,COMMUNITY,"Never doubt that a small group of thoughtful, committed citizens can change the world; indeed, it's the only thing that ever has. ",https://assets.passiton.com/quotes/quote_artwork/3809/medium/20210506_thursday_quote.jpg,/inspirational-quotes/3809-never-doubt-that-a-small-group-of-thoughtful
438,COMMUNITY,"I am of the opinion that my life belongs to the whole community and as long as I live, it is my privilege to do for it whatever I can. ",https://assets.passiton.com/quotes/quote_artwork/8211/medium/20210505_wednesday_quote.jpg,/inspirational-quotes/8211-i-am-of-the-opinion-that-my-life-belongs-to-the
439,COMMUNITY,The greatness of a community is most accurately measured by the compassionate actions of its members. ,https://assets.passiton.com/quotes/quote_artwork/8210/medium/20210504_tuesday_quote.jpg,/inspirational-quotes/8210-the-greatness-of-a-community-is-most-accurately
440,COMMUNITY,There is no power for change greater than a community discovering what it cares about. ,https://assets.passiton.com/quotes/quote_artwork/8209/medium/20210503_monday_quote.jpg,/inspirational-quotes/8209-there-is-no-power-for-change-greater-than-a
441,BELIEVE,Nurture your minds with great thoughts. To believe in the heroic makes heroes. ,https://assets.passiton.com/quotes/quote_artwork/6182/medium/20210430_friday_quote.jpg,/inspirational-quotes/6182-nurture-your-minds-with-great-thoughts-to
442,BELIEVE,Sometimes your only available transportation is a leap of faith. ,https://assets.passiton.com/quotes/quote_artwork/6817/medium/20210429_thursday_quote.jpg,/inspirational-quotes/6817-sometimes-your-only-available-transportation-is
443,BELIEVE,"Be strong, go with your heart, and believe in miracles because anything...anything can happen. ",https://assets.passiton.com/quotes/quote_artwork/6317/medium/20210428_wednesday_quote.jpg,/inspirational-quotes/6317-be-strong-go-with-your-heart-and-believe-in
444,BELIEVE,"And above all, watch with glittering eyes the whole world around you because the greatest secrets are always hidden in the most unlikely places. Those who don't believe in magic will never find it. ",https://assets.passiton.com/quotes/quote_artwork/7206/medium/20210427_tuesday_quote.jpg,/inspirational-quotes/7206-and-above-all-watch-with-glittering-eyes-the
445,BELIEVE,To plant a garden is to believe in tomorrow. ,https://assets.passiton.com/quotes/quote_artwork/8208/medium/20210426_monday_quote.jpg,/inspirational-quotes/8208-to-plant-a-garden-is-to-believe-in-tomorrow
446,FORGIVENESS,"Forgiveness does not change the past, but it does enlarge the future. ",https://assets.passiton.com/quotes/quote_artwork/3128/medium/20210423_friday_quote.jpg,/inspirational-quotes/3128-forgiveness-does-not-change-the-past-but-it
447,FORGIVENESS,"Forgive, forget. Bear with the faults of others as you would have them bear with yours. ",https://assets.passiton.com/quotes/quote_artwork/8207/medium/20210422_thursday_quote.jpg,/inspirational-quotes/8207-forgive-forget-bear-with-the-faults-of-others
448,FORGIVENESS,"It’s not an easy journey, to get to a place where you forgive people. But it is such a powerful place, because it frees you. ",https://assets.passiton.com/quotes/quote_artwork/8206/medium/20210421_wednesday_quote.jpg,/inspirational-quotes/8206-it-s-not-an-easy-journey-to-get-to-a-place
449,FORGIVENESS,Forgiveness says you are given another chance to make a new beginning. ,https://assets.passiton.com/quotes/quote_artwork/7632/medium/20210419_monday_quote.jpg,/inspirational-quotes/7632-forgiveness-says-you-are-given-another-chance
450,IMAGINE,What would you attempt if you knew you could not fail?  ,https://assets.passiton.com/quotes/quote_artwork/7097/medium/20210416_friday_quote.jpg,/inspirational-quotes/7097-what-would-you-attempt-if-you-knew-you-could
451,IMAGINE,I have a habit of letting my imagination run away from me. It always comes back though... drenched with possibilities. ,https://assets.passiton.com/quotes/quote_artwork/7496/medium/20210415_thursday_quote.jpg,/inspirational-quotes/7496-i-have-a-habit-of-letting-my-imagination-run
452,IMAGINE,"Imagination is not just the catalyst of art, it’s also the catalyst of compassion. ",https://assets.passiton.com/quotes/quote_artwork/8202/medium/20210414_wednesday_quote.jpg,/inspirational-quotes/8202-imagination-is-not-just-the-catalyst-of-art
453,IMAGINE,"Without leaps of imagination, or dreaming, we lose the excitement of possibilities. Dreaming, after all, is a form of planning.  ",https://assets.passiton.com/quotes/quote_artwork/8203/medium/20210413_tuesday_quote.jpg,/inspirational-quotes/8203-without-leaps-of-imagination-or-dreaming-we
454,PATIENCE,Patience is more than simply learning to wait. It is having learned what is worth your time. ,https://assets.passiton.com/quotes/quote_artwork/8077/medium/20210409_friday_quote.jpg,/inspirational-quotes/8077-patience-is-more-than-simply-learning-to-wait
455,PATIENCE,Have patience. All things are difficult before they become easy.  ,https://assets.passiton.com/quotes/quote_artwork/7726/medium/20210408_thursday_quote.jpg,/inspirational-quotes/7726-have-patience-all-things-are-difficult-before
456,PATIENCE,Patience is a form of wisdom. It demonstrates that we understand and accept the fact that sometimes things must unfold in their own time. ,https://assets.passiton.com/quotes/quote_artwork/8076/medium/20210407_wednesday_quote.jpg,/inspirational-quotes/8076-patience-is-a-form-of-wisdom-it-demonstrates
457,PATIENCE,Patience is not simply the ability to wait - it's how we behave while we're waiting.  ,https://assets.passiton.com/quotes/quote_artwork/7725/medium/20210406_tuesday_quote.jpg,/inspirational-quotes/7725-patience-is-not-simply-the-ability-to-wait
458,PATIENCE,"Patience is power. Patience is not an absence of action; rather it is ""timing"" it waits on the right time to act, for the right principles and in the right way. ",https://assets.passiton.com/quotes/quote_artwork/7167/medium/20210405_monday_quote.jpg,/inspirational-quotes/7167-patience-is-power-patience-is-not-an-absence
459,COMPASSION,Compassion for others begins with kindness to ourselves. ,https://assets.passiton.com/quotes/quote_artwork/8201/medium/20210402_friday_quote_alt.jpg,/inspirational-quotes/8201-compassion-for-others-begins-with-kindness-to
460,COMPASSION,A kind gesture can reach a wound that only compassion can heal. ,https://assets.passiton.com/quotes/quote_artwork/7236/medium/20210401_thursday_quote.jpg,/inspirational-quotes/7236-a-kind-gesture-can-reach-a-wound-that-only
461,COMPASSION,"Our task must be to widen our circle of compassion, to embrace all living creatures and the whole of nature in its beauty.  ",https://assets.passiton.com/quotes/quote_artwork/6166/medium/20210331_wednesday_quote.jpg,/inspirational-quotes/6166-our-task-must-be-to-widen-our-circle-of
462,COMPASSION,"There never was any heart truly great and generous, that was not also tender and compassionate. ",https://assets.passiton.com/quotes/quote_artwork/8200/medium/20210330_tuesday_quote.jpg,/inspirational-quotes/8200-there-never-was-any-heart-truly-great-and
463,COMPASSION,"Compassion is a power that we first bestow on ourselves and then give away through our actions—to people, to our planet. When we recognize this, that is when love becomes our legacy.  ",https://assets.passiton.com/quotes/quote_artwork/8199/medium/20210329_monday_quote.jpg,/inspirational-quotes/8199-compassion-is-a-power-that-we-first-bestow-on
464,MINDFULNESS,"Surrender to what is, let go of what was, have faith in what will be.  ",https://assets.passiton.com/quotes/quote_artwork/7128/medium/20210326_friday_quote.jpg,/inspirational-quotes/7128-surrender-to-what-is-let-go-of-what-was-have
465,MINDFULNESS,"Your vision will become clear only when you look into your heart. Who looks outside, dreams. Who looks inside awakens. ",https://assets.passiton.com/quotes/quote_artwork/7351/medium/20210325_thursday_quote.jpg,/inspirational-quotes/7351-your-vision-will-become-clear-only-when-you
466,MINDFULNESS,"Mindfulness is not a mechanical process. It is developing a very gentle, kind, and creative awareness to the present moment. ",https://assets.passiton.com/quotes/quote_artwork/8198/medium/20210324_wednesday_quote.jpg,/inspirational-quotes/8198-mindfulness-is-not-a-mechanical-process-it-is
467,MINDFULNESS,"A few simple tips for life: feet on the ground, head to the skies, heart open-quiet mind. ",https://assets.passiton.com/quotes/quote_artwork/7768/medium/20210323_tuesday_quote.jpg,/inspirational-quotes/7768-a-few-simple-tips-for-life-feet-on-the-ground
468,MINDFULNESS,"Mindfulness is the aware, balanced acceptance of the present experience... It is opening to or receiving the present moment, pleasant or unpleasant, just as it is, without either clinging to it or rejecting it. ",https://assets.passiton.com/quotes/quote_artwork/7131/medium/20210322_monday_quote.jpg,/inspirational-quotes/7131-mindfulness-is-the-aware-balanced-acceptance
469,INNOVATION,Creativity is thinking up new things. Innovation is doing new things. ,https://assets.passiton.com/quotes/quote_artwork/8197/medium/20210319_friday_quote.jpg,/inspirational-quotes/8197-creativity-is-thinking-up-new-things
470,INNOVATION,Innovation is taking two things that already exist and putting them together in a new way. ,https://assets.passiton.com/quotes/quote_artwork/7823/medium/20210318_thursday_quote.jpg,/inspirational-quotes/7823-innovation-is-taking-two-things-that-already
471,INNOVATION,Innovation is the ability to see change as an opportunity – not a threat. ,https://assets.passiton.com/quotes/quote_artwork/8196/medium/20210317_wednesday_quote.jpg,/inspirational-quotes/8196-innovation-is-the-ability-to-see-change-as-an
472,INNOVATION,What good is an idea if it remains an idea? Try. Experiment. Iterate. Fail. Try again. Change the world. ,https://assets.passiton.com/quotes/quote_artwork/7824/medium/20210315_monday_quote.jpg,/inspirational-quotes/7824-what-good-is-an-idea-if-it-remains-an-idea
473,DETERMINATION,"Nobody grows old by merely living a number of years. People grow old by deserting their ideals. Years may wrinkle the skin, but to give up wrinkles the soul. ",https://assets.passiton.com/quotes/quote_artwork/7031/medium/20210312_friday_quote.jpg,/inspirational-quotes/7031-nobody-grows-old-by-merely-living-a-number-of
474,DETERMINATION,"Fall seven times, stand up eight. ",https://assets.passiton.com/quotes/quote_artwork/3926/medium/20210311_thursday_quote.jpg,/inspirational-quotes/3926-fall-seven-times-stand-up-eight
475,DETERMINATION,"Some succeed because they are destined to, but most succeed because they are determined to. ",https://assets.passiton.com/quotes/quote_artwork/8195/medium/20210310_wednesday_quote.jpg,/inspirational-quotes/8195-some-succeed-because-they-are-destined-to-but
476,DETERMINATION,"If you have made mistakes, even serious ones, there is always another chance for you.  What we call failure is not the falling down, but the staying down. ",https://assets.passiton.com/quotes/quote_artwork/6714/medium/20210309_tuesday_quote.jpg,/inspirational-quotes/6714-if-you-have-made-mistakes-even-serious-ones
477,DETERMINATION,"There is no chance, no destiny, no fate, that can hinder or control the firm resolve of a determined soul. ",https://assets.passiton.com/quotes/quote_artwork/4218/medium/20210308_monday_quote.jpg,/inspirational-quotes/4218-there-is-no-chance-no-destiny-no-fate-that
478,FRIENDSHIP,Friendship is a strong and habitual inclination in two persons to promote the good and happiness of one another. ,https://assets.passiton.com/quotes/quote_artwork/8194/medium/20210305_friday_quote.jpg,/inspirational-quotes/8194-friendship-is-a-strong-and-habitual-inclination
479,FRIENDSHIP,The most beautiful discovery true friends make is that they can grow separately without growing apart. ,https://assets.passiton.com/quotes/quote_artwork/7438/medium/20210304_thursday_quote.jpg,/inspirational-quotes/7438-the-most-beautiful-discovery-true-friends-make
480,FRIENDSHIP,Friends are the family you choose. ,https://assets.passiton.com/quotes/quote_artwork/8193/medium/20210303_wednesday_quote.jpg,/inspirational-quotes/8193-friends-are-the-family-you-choose
481,LIVE LIFE,Find life experiences and swallow them whole. Travel. Meet many people. Exhaust yourself in the glorious pursuit of life. ,https://assets.passiton.com/quotes/quote_artwork/7384/medium/20210226_friday_quote.jpg,/inspirational-quotes/7384-find-life-experiences-and-swallow-them-whole
482,LIVE LIFE,Do not let making a living prevent you from making a life. ,https://assets.passiton.com/quotes/quote_artwork/4250/medium/20210225_thursday_quote.jpg,/inspirational-quotes/4250-do-not-let-making-a-living-prevent-you-from
483,LIVE LIFE,You have brains in your head. You have feet in your shoes. You can steer yourself in any direction you choose. You're on your own. And you know what you know. You are the one who'll decide where to go.  ,https://assets.passiton.com/quotes/quote_artwork/6746/medium/20210224_wednesday_quote.jpg,/inspirational-quotes/6746-you-have-brains-in-your-head-you-have-feet-in
484,LIVE LIFE,"The person who has lived the most is not the one with the most years, but the one with the richest experiences. ",https://assets.passiton.com/quotes/quote_artwork/6525/medium/20210223_tuesday_quote.jpg,/inspirational-quotes/6525-the-person-who-has-lived-the-most-is-not-the
485,LIVE LIFE,"Life itself is a privilege. But to live life to the fullest- well, that is a choice. ",https://assets.passiton.com/quotes/quote_artwork/8191/medium/20210222_monday_quote.jpg,/inspirational-quotes/8191-life-itself-is-a-privilege-but-to-live-life-to
486,LOVE,Your circumstance doesn’t make life extraordinary. Love does. ,https://assets.passiton.com/quotes/quote_artwork/7593/medium/20210219_friday_quote.jpg,/inspirational-quotes/7593-your-circumstance-doesn-t-make-life
487,LOVE,"And still, after all this time, the Sun has never said to the Earth,‘You owe me.’ Look what happens with love like that. It lights up the sky. ",https://assets.passiton.com/quotes/quote_artwork/6952/medium/20210218_thursday_quote.jpg,/inspirational-quotes/6952-and-still-after-all-this-time-the-sun-has
488,LOVE,The best thing to hold onto in life is each other. ,https://assets.passiton.com/quotes/quote_artwork/8190/medium/20210216_tuesday_quote.jpg,/inspirational-quotes/8190-the-best-thing-to-hold-onto-in-life-is-each-other
489,CONFIDENCE,Believing that the dots will connect down the road will give you the confidence to follow your heart. ,https://assets.passiton.com/quotes/quote_artwork/8189/medium/20200212_friday_quote.jpg,/inspirational-quotes/8189-believing-that-the-dots-will-connect-down-the
490,CONFIDENCE,"As is our confidence, so is our capacity. ",https://assets.passiton.com/quotes/quote_artwork/7403/medium/20200211_thursday_quote.jpg,/inspirational-quotes/7403-as-is-our-confidence-so-is-our-capacity
491,CONFIDENCE,What lies behind you and what lies in front of you pales in comparison to what lies inside you.  ,https://assets.passiton.com/quotes/quote_artwork/8188/medium/20200210_wednesday_quote.jpg,/inspirational-quotes/8188-what-lies-behind-you-and-what-lies-in-front-of
492,CONFIDENCE,"Live from the heart of yourself. Seek to be whole, not perfect. ",https://assets.passiton.com/quotes/quote_artwork/8187/medium/20200209_tuesday_quote.jpg,/inspirational-quotes/8187-live-from-the-heart-of-yourself-seek-to-be
493,CONFIDENCE,Personality begins where comparison leaves off. Be unique. Be memorable. Be confident. Be proud. ,https://assets.passiton.com/quotes/quote_artwork/8186/medium/20200208_monday_quote.jpg,/inspirational-quotes/8186-personality-begins-where-comparison-leaves-off
494,BRAVERY,"Bravery shows up in everyday life when people have the courage to live their truth, their vision and their dreams. ",https://assets.passiton.com/quotes/quote_artwork/8185/medium/20210205_friday_quote.jpg,/inspirational-quotes/8185-bravery-shows-up-in-everyday-life-when-people
495,BRAVERY,Only when we're brave enough to explore the darkness will we discover the infinite power of our light. ,https://assets.passiton.com/quotes/quote_artwork/8184/medium/20210204_thursday_quote.jpg,/inspirational-quotes/8184-only-when-were-brave-enough-to-explore-the
496,BRAVERY,"Bravery is the audacity to be unhindered by failures, and to walk with freedom, strength, and hope, in the face of things unknown. ",https://assets.passiton.com/quotes/quote_artwork/8183/medium/20210203_wednesday_quote.jpg,/inspirational-quotes/8183-bravery-is-the-audacity-to-be-unhindered-by
497,BRAVERY,Be brave. Take risks. Nothing can substitute experience. ,https://assets.passiton.com/quotes/quote_artwork/7863/medium/20210202_tuesday_quote.jpg,/inspirational-quotes/7863-be-brave-take-risks-nothing-can-substitute
498,BRAVERY,"There is always light, if only we're brave enough to see it. If only we're brave enough to be it. ",https://assets.passiton.com/quotes/quote_artwork/8182/medium/20210201_monday_quote.jpg,/inspirational-quotes/8182-there-is-always-light-if-only-were-brave
499,PREPARATION,"Give me six hours to chop down a tree, and I will spend the first four sharpening the axe. ",https://assets.passiton.com/quotes/quote_artwork/6682/medium/20210129_friday_quote.jpg,/inspirational-quotes/6682-give-me-six-hours-to-chop-down-a-tree-and-i
500,PREPARATION,"First, I prepare. Then I have faith. ",https://assets.passiton.com/quotes/quote_artwork/8181/medium/20210128_thursday_quote.jpg,/inspirational-quotes/8181-first-i-prepare-then-i-have-faith
501,PREPARATION,"We cannot always build the future for our youth, but we can build our youth for the future.  ",https://assets.passiton.com/quotes/quote_artwork/6108/medium/20210127_wednesday_quote.jpg,/inspirational-quotes/6108-we-cannot-always-build-the-future-for-our
502,PREPARATION,"Don't judge each day by the harvest you reap, but by the seeds that you plant. ",https://assets.passiton.com/quotes/quote_artwork/6516/medium/20210126_tuesday_quote.jpg,/inspirational-quotes/6516-dont-judge-each-day-by-the-harvest-you-reap
503,PREPARATION,It's not the will to win that matters-everyone has that. It's the will to prepare to win that matters. ,https://assets.passiton.com/quotes/quote_artwork/6371/medium/20210125_monday_quote.jpg,/inspirational-quotes/6371-its-not-the-will-to-win-that-matters-everyone
504,CHARACTER,You can easily judge the character of others by how they treat those who can do nothing for them. ,https://assets.passiton.com/quotes/quote_artwork/3440/medium/20200122_friday_quote.jpg,/inspirational-quotes/3440-you-can-easily-judge-the-character-of-others-by
505,CHARACTER,"The greatest discovery of our generation is that human beings can alter their lives by altering their attitudes of mind. As you think, so shall you be. ",https://assets.passiton.com/quotes/quote_artwork/6745/medium/20200121_thursday_quote.jpg,/inspirational-quotes/6745-the-greatest-discovery-of-our-generation-is
506,CHARACTER,What we know matters but who we are matters more. ,https://assets.passiton.com/quotes/quote_artwork/8178/medium/20200120_wednesday_quote.jpg,/inspirational-quotes/8178-what-we-know-matters-but-who-we-are-matters-more
507,CHARACTER,The truth of your character is expressed through the choice of your actions. ,https://assets.passiton.com/quotes/quote_artwork/7558/medium/20200119_tuesday_quote.jpg,/inspirational-quotes/7558-the-truth-of-your-character-is-expressed
508,CHARACTER,A life is not important except in the impact it has on other lives. ,https://assets.passiton.com/quotes/quote_artwork/8179/medium/20200118_monday_quote.jpg,/inspirational-quotes/8179-a-life-is-not-important-except-in-the-impact-it
509,PEACE,"Peace. It does not mean to be in a place where there is no noise, trouble or hard work. It means to be in the midst of those things and still be calm in your heart. ",https://assets.passiton.com/quotes/quote_artwork/7228/medium/20200111_monday_quote.jpg,/inspirational-quotes/7228-peace-it-does-not-mean-to-be-in-a-place-where
510,PURPOSE,"When you stay on purpose and refuse to be discouraged by fear, you align with the infinite self, in which all possibilities exist. ",https://assets.passiton.com/quotes/quote_artwork/8176/medium/20210108_friday_quote.jpg,/inspirational-quotes/8176-when-you-stay-on-purpose-and-refuse-to-be
511,PURPOSE,The two most important days in your life are the day you are born and the day you find out why. ,https://assets.passiton.com/quotes/quote_artwork/7304/medium/20210107_thursday_quote.jpg,/inspirational-quotes/7304-the-two-most-important-days-in-your-life-are
512,PURPOSE,When you know who you are; when your mission is clear and you burn with the inner fire of unbreakable will; no cold can touch your heart; no deluge can dampen your purpose. You know that you are alive. ,https://assets.passiton.com/quotes/quote_artwork/7471/medium/20210106_wednesday_quote.jpg,/inspirational-quotes/7471-when-you-know-who-you-are-when-your-mission-is
513,PURPOSE,There is no greater gift you can give or receive than to honor your calling. It's why you were born. And how you become most truly alive. ,https://assets.passiton.com/quotes/quote_artwork/7475/medium/20210105_tuesday_quote.jpg,/inspirational-quotes/7475-there-is-no-greater-gift-you-can-give-or
514,PURPOSE,"If you can't figure out your purpose, figure out your passion. For your passion will lead you right into your purpose. ",https://assets.passiton.com/quotes/quote_artwork/6776/medium/20210104_monday_quote.jpg,/inspirational-quotes/6776-if-you-cant-figure-out-your-purpose-figure-out
515,INSPIRATION,"Learn from yesterday, live for today, hope for tomorrow. ",https://assets.passiton.com/quotes/quote_artwork/7563/medium/20201231_thursday_quote.jpg,/inspirational-quotes/7563-learn-from-yesterday-live-for-today-hope-for
516,INSPIRATION,And suddenly you know: It's time to start something new and trust the magic of beginnings. ,https://assets.passiton.com/quotes/quote_artwork/8175/medium/20201230_wednesday_quote.jpg,/inspirational-quotes/8175-and-suddenly-you-know-its-time-to-start
517,INSPIRATION,"The secret of change is to focus all of your energy, not on fighting the old, but on building the new. ",https://assets.passiton.com/quotes/quote_artwork/7856/medium/20201229_tuesday_quote.jpg,/inspirational-quotes/7856-the-secret-of-change-is-to-focus-all-of-your
518,INSPIRATION,What the new year brings to you will depend a great deal on what you bring to the new year. ,https://assets.passiton.com/quotes/quote_artwork/7854/medium/20210101_friday_quote.jpg,/inspirational-quotes/7854-what-the-new-year-brings-to-you-will-depend-a
519,JOY,"The joy of brightening other lives, bearing each others' burdens, easing others' loads and supplanting empty hearts and lives with generous gifts becomes for us the magic of the holidays. ",https://assets.passiton.com/quotes/quote_artwork/8174/medium/20201225_friday_quote.jpg,/inspirational-quotes/8174-the-joy-of-brightening-other-lives-bearing
520,JOY,Joy is increased by spreading it to others. ,https://assets.passiton.com/quotes/quote_artwork/8173/medium/20201223_wednesday_quote.jpg,/inspirational-quotes/8173-joy-is-increased-by-spreading-it-to-others
521,JOY,Joy is the holy fire that keeps our purpose warm and our intelligence aglow. ,https://assets.passiton.com/quotes/quote_artwork/7329/medium/20201222_tuesday_quote.jpg,/inspirational-quotes/7329-joy-is-the-holy-fire-that-keeps-our-purpose
522,JOY,"Balance, peace, and joy are the fruit of a successful life. It starts with recognizing your talents and finding ways to serve others by using them.  ",https://assets.passiton.com/quotes/quote_artwork/8172/medium/20201221_monday_quote.jpg,/inspirational-quotes/8172-balance-peace-and-joy-are-the-fruit-of-a
523,LOVE,Spread love everywhere you go. Let no one ever come to you without leaving happier. ,https://assets.passiton.com/quotes/quote_artwork/7728/medium/20201218_friday_quote.jpg,/inspirational-quotes/7728-spread-love-everywhere-you-go-let-no-one-ever
524,LOVE,"I would like for my life to be a statement of love and compassion- and where it isn’t, that’s where my work lies. ",https://assets.passiton.com/quotes/quote_artwork/8171/medium/20201217_thursday_quote.jpg,/inspirational-quotes/8171-i-would-like-for-my-life-to-be-a-statement-of
525,LOVE,You always gain by giving love. ,https://assets.passiton.com/quotes/quote_artwork/8170/medium/20201216_wednesday_quote.jpg,/inspirational-quotes/8170-you-always-gain-by-giving-love
526,LOVE,Blessed is the season which engages the whole world in a conspiracy of love. ,https://assets.passiton.com/quotes/quote_artwork/6618/medium/20201214_monday_quote.jpg,/inspirational-quotes/6618-blessed-is-the-season-which-engages-the-whole
527,KINDNESS,Always be a little kinder than necessary. ,https://assets.passiton.com/quotes/quote_artwork/8167/medium/20201210_thursday_quote.jpg,/inspirational-quotes/8167-always-be-a-little-kinder-than-necessary
528,KINDNESS,"Simple kindness may be the most vital key to the riddle of how human beings can live with each other in peace, and care properly for this planet we all share. ",https://assets.passiton.com/quotes/quote_artwork/8166/medium/20201209_wednesday_quote_alternate.jpg,/inspirational-quotes/8166-simple-kindness-may-be-the-most-vital-key-to
529,KINDNESS,Extend yourself in kindness to other human beings wherever you can. ,https://assets.passiton.com/quotes/quote_artwork/8165/medium/20201208_tuesday_quote_alternate.jpg,/inspirational-quotes/8165-extend-yourself-in-kindness-to-other-human
530,KINDNESS,"Courage. Kindness. Friendship. Character. These are the qualities that define us as human beings, and propel us, on occasion, to greatness. ",https://assets.passiton.com/quotes/quote_artwork/8164/medium/20201207_monday_quote.jpg,/inspirational-quotes/8164-courage-kindness-friendship-character-these
531,BELIEVE IN YOURSELF,It is our privilege and our adventure to discover our own special light. ,https://assets.passiton.com/quotes/quote_artwork/6966/medium/20201204_friday_quote.jpg,/inspirational-quotes/6966-it-is-our-privilege-and-our-adventure-to
532,BELIEVE IN YOURSELF,"Sooner or later, those who win are those who think they can. ",https://assets.passiton.com/quotes/quote_artwork/8163/medium/20201203_thursday_quote.jpg,/inspirational-quotes/8163-sooner-or-later-those-who-win-are-those-who
533,BELIEVE IN YOURSELF,The big challenge is to become all that you have the possibility of becoming. ,https://assets.passiton.com/quotes/quote_artwork/8162/medium/20201202_wednesday_quote_alternate.jpg,/inspirational-quotes/8162-the-big-challenge-is-to-become-all-that-you
534,BELIEVE IN YOURSELF,"Just remember, when it comes to your life, you are not only the artist but the masterpiece, as well.  ",https://assets.passiton.com/quotes/quote_artwork/8161/medium/20201201_tuesday_quote.jpg,/inspirational-quotes/8161-just-remember-when-it-comes-to-your-life-you
535,GRATITUDE,"When I started counting my blessings, my whole life turned around. ",https://assets.passiton.com/quotes/quote_artwork/4614/medium/20201127_friday_quote.jpg,/inspirational-quotes/4614-when-i-started-counting-my-blessings-my-whole
536,GRATITUDE,Gratitude is a powerful catalyst for happiness. It’s the spark that lights a fire of joy in your soul.  ,https://assets.passiton.com/quotes/quote_artwork/8159/medium/20201125_wednesday_quote.jpg,/inspirational-quotes/8159-gratitude-is-a-powerful-catalyst-for-happiness
537,GRATITUDE,Thankfulness is the beginning of gratitude. ,https://assets.passiton.com/quotes/quote_artwork/3040/medium/20201124_tuesday_quotex.jpg,/inspirational-quotes/3040-thankfulness-is-the-beginning-of-gratitude
538,GRATITUDE,Start each day with a positive thought and a grateful heart. ,https://assets.passiton.com/quotes/quote_artwork/8157/medium/20201123_monday_quote.jpg,/inspirational-quotes/8157-start-each-day-with-a-positive-thought-and-a
539,PERSISTENCE,We are made to persist. That's how we find out who we are. ,https://assets.passiton.com/quotes/quote_artwork/7656/medium/20201118_wednesday_quote.jpg,/inspirational-quotes/7656-we-are-made-to-persist-thats-how-we-find-out
540,PERSISTENCE,"This I do know beyond any reasonable doubt. Regardless of what you are doing, if you pump long enough, hard enough and enthusiastically enough, sooner or later the effort will bring forth the reward. ",https://assets.passiton.com/quotes/quote_artwork/6248/medium/20201119_thursday_quote.jpg,/inspirational-quotes/6248-this-i-do-know-beyond-any-reasonable-doubt
541,PERSISTENCE,Consider the postage stamp: its usefulness consists in the ability to stick to one thing till it gets there. ,https://assets.passiton.com/quotes/quote_artwork/5136/medium/20201120_friday_quote.jpg,/inspirational-quotes/5136-consider-the-postage-stamp-its-usefulness
542,PERSISTENCE,The most essential factor is persistence—the determination never to allow your energy or enthusiasm to be dampened by discouragement. ,https://assets.passiton.com/quotes/quote_artwork/8156/medium/20201117_tuesday_quote.jpg,/inspirational-quotes/8156-the-most-essential-factor-is-persistence-the
543,PERSISTENCE,Persistence can change failure into extraordinary achievement. ,https://assets.passiton.com/quotes/quote_artwork/7917/medium/20201116_monday_quote.jpg,/inspirational-quotes/7917-persistence-can-change-failure-into
544,HOPE,"Where hope grows, miracles blossom. ",https://assets.passiton.com/quotes/quote_artwork/4624/medium/20201112_thursday_quote.jpg,/inspirational-quotes/4624-where-hope-grows-miracles-blossom
545,HOPE,"This new day is too dear, with its hopes and invitations, to waste a moment on the yesterdays. ",https://assets.passiton.com/quotes/quote_artwork/8154/medium/20201111_wednesday_quote.jpg,/inspirational-quotes/8154-this-new-day-is-too-dear-with-its-hopes-and
546,HOPE,Hope is a passion for the possible.  ,https://assets.passiton.com/quotes/quote_artwork/8153/medium/20201110_tuesday_quote.jpg,/inspirational-quotes/8153-hope-is-a-passion-for-the-possible
547,CIVILITY,Make living your life with absolute integrity and kindness your first priority. ,https://assets.passiton.com/quotes/quote_artwork/8151/medium/20201106_friday_quote.jpg,/inspirational-quotes/8151-make-living-your-life-with-absolute-integrity
548,CIVILITY,"Practice civility toward one another. Admire and emulate ethical behavior wherever you find it. Apply a rigid standard of morality to your lives; and if, periodically, you fail as you surely will, ­adjust your lives, not the standards.  ",https://assets.passiton.com/quotes/quote_artwork/7715/medium/20201105_thursday_quote.jpg,/inspirational-quotes/7715-practice-civility-toward-one-another-admire
549,CIVILITY,Civility is the art and act of caring for others. ,https://assets.passiton.com/quotes/quote_artwork/7711/medium/20201103_tuesday_quote.jpg,/inspirational-quotes/7711-civility-is-the-art-and-act-of-caring-for-others
